timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_mem_mb
03:03:54,9.2,356.1,341.4,0.5,3080,111,24.5,172.7
03:04:02,17.6,421.4,417.9,0.3,3082,112,24.6,230.5
03:04:10,25.7,421.1,418.2,0.4,3083,112,25.6,231.1
03:04:18,33.7,370.7,363.7,0.2,3085,112,23.6,230.5
03:04:26,41.8,370.4,362.8,0.4,3081,111,28.1,230.5
03:04:34,49.8,414.4,413.8,0.5,3082,111,26.3,230.6
03:04:42,57.9,414.7,417.9,0.4,3083,111,24.2,230.6
03:04:50,65.9,363.8,363,0.4,3080,108,23.4,230.6
03:04:58,74,363.1,362.2,0.4,3079,108,24,231.1
03:05:06,82.1,412.9,412.6,0.6,3040,100,24.3,231.1
03:05:14,90.1,412.2,412.5,0.4,3041,100,27.3,231.7
03:05:23,98.2,412.2,416.5,0.5,3044,101,25.6,229.5
03:05:31,106.2,361.4,359.6,0.3,3044,101,23.4,230
03:05:39,114.3,347.3,360,0.5,3045,101,26.8,230
03:05:47,122.3,388.3,411,0.5,3046,101,24.3,230
03:05:55,130.4,388.3,415.5,0.3,3047,100,25.8,230.6
03:06:03,138.4,337.6,360.7,0.3,3047,100,27.3,230.6
03:06:11,146.5,336.5,360.7,0.5,3048,100,23.2,229.5
03:06:19,154.5,387.2,410.5,0.5,3049,100,26.2,229.5
03:06:27,162.6,387.1,412,0.5,3050,100,22.8,230.6
03:06:35,170.6,336.2,360.6,0.3,3051,100,22.4,230
03:06:43,178.7,336.5,360.6,0.2,3051,100,24.4,230.6
03:06:51,186.7,336.6,360.8,0.3,3052,98,24.2,230.6
03:06:59,194.8,387.4,411.6,0.3,3053,98,24.4,230
03:07:07,202.8,411.1,438.5,0.4,3052,97,26.2,230.6
03:07:15,210.9,382.9,409.4,0.5,3044,96,23,231.1
03:07:23,218.9,336.7,361.8,0.3,3053,97,17,230
03:07:31,227,383.8,413.5,0.4,3054,98,27.3,230
03:07:39,235,373.3,415.4,0.5,3055,98,27.2,233.8
03:07:47,243.1,372.7,421.2,0.4,3056,98,21.8,230
03:07:56,251.1,322.3,362.7,0.3,3058,98,26.4,233.2
03:08:04,259.2,322.6,364,0.4,3059,98,28.1,233.2
03:08:12,267.2,373.4,415.2,0.5,3060,98,24.6,231.7
03:08:20,275.3,373.6,420.8,0.5,3061,98,23.2,233.2
03:08:28,283.3,367.1,414.3,0.4,3053,97,23.4,232.7
03:08:36,291.4,323.3,365.9,0.5,3062,98,20.9,233.2
03:08:44,299.4,373.2,415,0.4,3063,98,27.1,233.2
03:08:52,307.5,373,414.2,0.3,3066,99,24.5,230.6
