timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_ded_mb,gpu_shared_mb
13:20:02,9.1,289.6,304.8,0.2,3052,108,25.7,176.8,203.1
13:20:11,18.6,388.8,415.3,0.2,3050,107,25.9,231.6,152.1
13:20:20,27.7,388.9,419.9,0.2,3050,107,25,231.6,152.1
13:20:29,36.8,338.3,364.4,0.2,3044,106,26.2,231.6,152.1
13:20:38,45.8,338.6,372.5,0.2,3044,106,25.2,231.6,152.1
13:20:47,54.9,412.6,442.5,0.2,3044,106,26.4,231.1,152.1
13:20:56,63.9,393.3,427.8,0.2,3041,103,25.7,231.6,152.1
13:21:05,73,338,372,0.2,3041,102,25.4,231.6,152.1
13:21:15,82,337.4,372.9,0.2,3041,102,25.2,231.6,152.1
13:21:24,91.1,387.5,423.3,0.2,3041,102,25.7,232.7,152.1
13:21:33,100.1,387,426.7,0.2,3041,102,25.7,231.6,152.1
13:21:42,109.2,341.4,376.2,0.2,3074,102,25.5,231.6,152.1
13:21:51,118.2,336.6,371.7,0.2,3041,102,26,276.3,152.1
13:22:00,127.3,384,423.1,0.2,3039,101,25.5,236.7,152.1
