timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_ded_mb,gpu_shared_mb
16:39:22,9.1,29.6,138.2,0,1269,21,0,0,0
16:39:30,16.6,29.7,131,0,1269,21,0,0,0
16:39:37,23.7,29.8,131,0,1269,21,0,0,0
16:39:44,30.7,29.9,131,0,1270,21,0,0,0
16:39:51,37.7,29.6,129.9,0,1225,12,0,0,0
16:39:58,44.8,29.6,129.9,0,1225,12,0,0,0
16:40:05,51.8,29.6,129.9,0,1225,12,0,0,0
16:40:12,58.8,29.6,129.9,0,1225,12,0,0,0
16:40:19,65.8,29.7,128.3,0,1218,8,0,0,0
16:40:26,72.9,29.7,126.3,0,1218,7,0,0,0
16:40:33,79.9,31.1,126.4,0,1220,7,0,0,0
16:40:40,86.9,31.1,126.8,0,1220,7,0,0,0
16:40:47,94,31.1,127,0,1220,7,0,0,0
