timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_ded_mb,gpu_shared_mb
15:02:05,9.2,340.2,308.5,0.2,3052,108,26,176.8,220.9
15:02:14,18.8,412.7,418.9,0.2,3050,107,25.5,231.6,176.1
15:02:23,27.8,412.7,426,0.3,3050,107,24.5,231.6,176.1
15:02:32,36.9,362.4,370.9,0.2,3046,106,24.1,231.1,180.1
15:02:41,45.9,366.5,370.5,0.2,3046,106,24.6,231.1,238.3
