timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_ded_mb,gpu_shared_mb
12:42:19,9.2,133.9,67.7,0,1315,22,0,0,0
12:42:25,15.3,133.9,67.7,0,1312,21,0,0,0
12:42:30,20.3,133.9,67.7,0,1312,21,0,0,0
12:42:35,25.3,133.9,67.7,0,1312,21,0,0,0
12:42:40,30.4,133.9,67.7,0,1312,21,0,0,0
12:42:45,35.4,4.8,67,0,1273,13,0,0,0
12:42:50,40.4,4.8,67,0,1273,13,0,0,0
12:42:55,45.5,4.8,67,0,1273,13,0,0,0
12:43:00,50.5,4.8,67,0,1273,13,0,0,0
12:43:05,55.5,4.8,67,0,1273,13,0,0,0
12:43:10,60.5,4.8,66.9,0,1273,10,0,0,0
12:43:15,65.5,2.9,65.5,0,1271,10,0,0,0
