timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_ded_mb,gpu_shared_mb
00:10:27,11.5,286.8,280.4,0.2,3010,101,18.7,179.8,108.7
00:10:37,20.6,287.4,306.4,0.2,3010,101,24.8,179.8,108.7
00:10:46,29.6,338.2,368.4,0.1,3010,101,24.4,179.8,108.7
00:10:55,38.7,283.8,310.2,0.2,3006,100,16.6,179.8,108.7
00:11:04,47.7,287.6,313.2,0.2,3006,100,24.8,179.8,108.7
00:11:13,56.8,338.2,363.9,0.2,3006,100,24.8,179.8,108.7
00:11:22,65.9,255.7,283.1,0.2,2988,94,24.5,180.4,108.7
00:11:31,74.9,286.8,312.8,0.2,3003,96,25.6,180.4,108.7
00:11:40,83.9,336.7,362.3,0.2,3003,96,25.7,179.8,108.7
