timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_ded_mb,gpu_shared_mb
12:47:04,9.2,189.4,138.9,0,2315,57,0,26.3,22.2
12:47:14,18.6,189.4,138.9,0,2312,56,0,26.3,22.2
12:47:23,27.7,189.4,138.9,0,2312,56,0,26.3,22.2
12:47:32,36.7,6,138.2,0,2269,47,0,26.3,22.2
12:47:41,45.7,6,138.2,0,2269,47,0,26.3,22.2
12:47:50,54.7,6,138.2,0,2269,47,0,26.3,22.2
12:47:59,63.8,3,137,0,2265,44,0,26.3,22.2
