0.000000,103.87,0
0.016667,103.894,0.227214
0.033333,103.894,0
0.050000,103.944,0.39332
0.066667,103.945,0.00806641
0.083333,103.956,0.207083
0.100000,103.987,0.284355
0.116667,103.988,0.00162109
0.133333,103.988,0.00114583
0.150000,104.006,0.167428
0.183333,104.127,0.504277
0.200000,104.124,0.00392578
0.216667,104.116,0.224128
0.233333,104.116,0
0.250000,104.121,0.340306
0.266667,104.117,0.00459635
0.283333,104.117,0
0.300000,104.118,0.382487
0.316667,104.118,0.282721
0.350000,104.195,0.28151
0.366667,104.162,0.441921
0.400000,104.162,0
0.416667,104.182,0.191484
0.433333,104.202,0.225208
0.450000,104.202,0
0.466667,104.202,0
0.500000,104.19,0.226875
0.516667,104.215,0.493561
0.533333,104.259,0.35446
0.566667,104.305,0.152988
0.600000,104.305,0.00948568
0.616667,104.431,0.583633
0.650000,104.512,0.213333
0.666667,104.513,0.0013151
0.683333,104.66,0.452806
0.700000,104.661,0.00308594
0.716667,104.739,0.300085
0.733333,104.867,0.470684
0.766667,104.92,0.242168
0.800000,105.047,0.726784
0.833333,105.037,0.163711
0.866667,105.037,0.000957031
0.883333,105.048,0.371862
0.900000,105.024,0.370801
0.916667,105.024,0.00594401
0.933333,105.024,0
0.950000,105.024,0
0.966667,105.028,0.348698
0.983333,105.063,0.413405
1.016667,105.139,0.257012
1.033333,105.243,0.600007
1.066667,105.366,0.320703
1.100000,105.366,0
1.116667,105.481,0.683184
1.133333,105.58,0.373711
1.150000,105.581,0.00155599
1.166667,105.581,0
1.183333,105.704,0.695703
1.200000,105.703,0.00208333
1.216667,105.735,0.336309
1.233333,105.784,0.770267
1.250000,105.784,0.000520833
1.283333,105.755,0.608665
1.316667,105.638,0.523594
1.350000,105.531,0.519805
1.366667,105.532,0.00159505
1.383333,105.45,0.478431
1.400000,105.449,0.00122396
1.416667,105.399,0.348906
1.433333,105.401,0.00247396
1.450000,105.335,0.442936
1.483333,105.348,0.449434
1.500000,105.371,0.326888
1.533333,105.351,0.618535
1.566667,105.351,0.00320312
1.583333,105.38,0.117493
1.600000,105.38,0
1.616667,105.425,0.640013
1.633333,105.429,0.00567708
1.650000,105.429,0
1.666667,105.455,0.239687
1.683333,105.51,0.488099
1.700000,105.539,0.222793
1.733333,105.541,0.511602
1.750000,105.54,0.0060612
1.783333,105.584,0.3339
1.816667,105.578,0.531361
1.833333,105.577,0.00154297
1.850000,105.608,0.200195
1.866667,105.608,0
1.883333,105.654,0.44554
1.900000,105.655,0.0013151
1.916667,105.655,0
1.933333,105.657,0.539316
1.950000,105.711,0.299707
1.966667,105.734,0.49707
2.000000,105.734,0.330482
2.033333,105.732,0.00369141
2.066667,105.767,0.912878
2.083333,105.766,0.00641276
2.100000,105.766,0
2.116667,105.783,0.492025
2.133333,105.781,0.00209635
2.150000,105.817,0.303092
2.166667,105.899,0.609824
2.200000,105.96,0.269824
2.216667,105.961,0.00297526
2.250000,106.031,0.75653
2.283333,105.961,0.502331
2.300000,105.961,0.000416667
2.316667,105.974,0.492337
2.333333,105.976,0.00294922
2.350000,105.984,0.416484
2.366667,105.999,0.713229
2.400000,106.026,0.545241
2.433333,106.025,0.00239583
2.450000,105.997,0.497689
2.483333,105.951,0.746159
2.500000,105.952,0.00901693
2.516667,105.928,0.360944
2.533333,105.927,0.00282552
2.550000,105.797,0.697546
