timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_ded_mb,gpu_shared_mb
16:48:27,9.2,336.2,311.1,0.2,3052,108,31.3,176.2,228.9
16:48:36,18.8,427.6,417.4,0.2,3050,107,26.4,232.7,192.1
16:48:45,27.8,427.8,430.1,0.2,3050,107,25.5,231.6,188.1
16:48:54,36.9,377.5,374.3,0.2,3046,106,24.5,231.6,188.1
16:49:03,46,377.6,372.9,0.2,3046,106,26.4,231.6,232.9
16:49:13,55,447.5,443.1,0.2,3046,106,26.2,231.1,188.1
16:49:22,64.1,432.1,430.7,0.2,3043,103,25.4,231.6,192.1
16:49:31,73.2,381,375,0.2,3043,103,25.3,232.7,192.1
16:49:40,82.2,380.3,375.1,0.1,3043,103,27.3,232.7,192.1
16:49:49,91.3,430.4,424,0.2,3043,103,26.5,231.1,192.1
16:49:58,100.3,434,434.1,0.2,3043,103,26,235.7,200.1
16:50:07,109.4,384,377.8,0.2,3043,103,25.3,235.7,196.1
16:50:16,118.4,383.7,379,0.2,3043,103,26,235.7,196.1
16:50:25,127.5,434.2,427.6,0.2,3041,102,26,235.1,196.1
16:50:34,136.5,457.6,454.9,0.2,3037,99,26.1,235.1,196.1
16:50:43,145.6,390.7,381,0.2,3070,99,25.6,235.7,196.1
16:50:52,154.6,378.7,377.1,0.2,3037,99,25.9,276.4,196.1
16:51:01,163.7,426,426.2,0.2,3037,99,25.7,235.7,196.1
16:51:10,172.8,402.5,432.7,0.2,3037,99,25.7,235.7,196.1
16:51:19,181.8,349,382.6,0.2,3070,97,26,235.1,196.1
16:51:28,190.9,344.5,376.3,0.2,3037,97,25.8,276.4,196.1
16:51:37,199.9,391.7,424,0.2,3037,97,26.2,235.1,196.1
16:51:46,209,395,432,0.2,3033,96,24.8,235.7,196.1
16:51:56,218,348.9,382.5,0.2,3066,97,25.4,235.7,196.1
16:52:05,227.1,344.5,378.9,0.2,3033,97,25.9,283.2,196.1
16:52:14,236.1,344.1,376.6,0.2,3033,97,26.3,235.2,196.1
16:52:23,245.2,394.9,432.6,0.2,3033,97,26.1,235.7,196.1
16:52:32,254.3,384.6,424.5,0.2,3033,97,26.2,237.3,196.1
16:52:41,263.3,344.9,380.6,0.2,3033,97,26.5,237.9,196.1
16:52:50,272.4,344.8,381.5,0.1,3033,97,25.2,237.9,196.1
16:52:59,281.4,411.7,447.5,0.2,3033,97,26,237.8,196.1
16:53:08,290.4,389.9,429.4,0.2,3033,97,25.6,237.8,196.1
16:53:17,299.5,340,379.2,0.1,3033,97,26.4,237.3,196.1
16:53:26,308.6,346,380.4,0.2,3033,99,25.3,237.3,196.1
16:53:35,317.6,390.4,429.8,0.2,3033,99,25.7,235.7,196.1
16:53:44,326.7,390.8,436.6,0.2,3033,99,26.5,237.3,196.1
16:53:53,335.7,340.3,380.1,0.2,3033,99,25.1,237.9,196.1
16:54:02,344.8,340.2,379.2,0.2,3033,99,26,237.9,196.1
16:54:11,353.8,395.1,431.4,0.2,3033,99,25.2,237.3,204.1
16:54:20,362.8,399.3,435.5,0.2,3039,102,25.9,236.8,204.1
16:54:29,371.9,348.2,377.8,0.2,2999,94,21.8,236.8,204.1
16:54:38,380.9,348.1,377.7,0.2,2999,94,24.6,236.8,204.1
16:54:47,389.9,398.9,429.7,0.2,2999,94,25.3,237.8,204.1
16:54:56,398.9,403,435.4,0.2,2999,94,25.1,237.3,208.1
16:55:06,408,352.1,379.9,0.2,2999,92,20.7,235.7,208.1
16:55:15,417,356.2,376.8,0.2,2999,92,25.3,235.7,208.1
16:55:24,426,406.9,429.1,0.3,2999,92,24.4,237.3,212.1
16:55:33,435.1,406.9,433.1,0.2,2999,92,24.2,236.8,212.1
16:55:42,444.1,356.1,381.7,0.2,2999,92,21.4,235.2,212.1
16:55:51,453.1,355.5,376.1,0.2,2999,92,26.9,235.2,212.1
16:56:00,462.2,406.6,428.6,0.3,2999,92,25.1,236.8,212.1
16:56:09,471.2,406.7,432.4,0.2,2993,88,24,236.8,212.1
16:56:18,480.2,355.9,377.5,0.2,2993,88,20.7,237.3,212.1
16:56:27,489.3,360.2,378.3,0.2,2993,89,24.9,237.3,212.1
16:56:36,498.3,406.8,430.8,0.2,2993,89,24.6,237.3,212.1
16:56:45,507.3,406.8,434.8,0.2,2993,89,24.7,237.3,212.1
16:56:54,516.4,356,378.1,0.2,2993,89,20.9,236.8,212.1
16:57:03,525.4,361.5,379.1,0.2,2993,89,24.9,236.8,212.1
16:57:12,534.4,406.8,428.4,0.2,2993,89,24.2,236.8,212.1
16:57:21,543.5,406.8,432.4,0.2,2993,89,24.6,236.8,212.1
16:57:30,552.5,356,377.5,0.2,2993,89,20.8,237.3,212.1
16:57:39,561.5,356,378.1,0.2,2993,89,25,237.3,212.1
16:57:48,570.5,406.8,428.5,0.3,2993,89,25.2,236.8,212.1
16:57:57,579.6,406.8,433,0.3,2993,89,25.3,237.3,212.1
16:58:06,588.6,356,378.1,0.2,2993,89,20.4,237.3,212.1
16:58:15,597.6,356,379.8,0.3,2993,89,24.6,237.3,256.9
16:58:24,606.7,406.9,429,0.2,2993,90,24.8,237.3,212.1
16:58:33,615.7,406.8,433,0.3,2993,90,24,237.3,212.1
16:58:42,624.7,356.1,378.1,0.3,2993,90,21,237.9,212.1
