timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_mem_mb
03:42:34,9.6,16.3,345.9,0.2,3083,112,0,176.8
03:42:42,18.2,43.3,301.2,0.1,3080,111,27.6,176.8
03:42:51,26.3,72.1,355.1,0.3,3080,111,23.2,176.8
03:42:59,34.3,176.7,303.5,0.3,3083,113,24.3,189.5
03:43:07,42.4,277,390.4,0.4,3044,105,27.6,176.8
03:43:15,50.5,278.5,408.7,0.5,3045,105,23.8,172.8
03:43:23,58.5,235.4,355.5,0.5,3045,105,26.4,172.7
