timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_ded_mb,gpu_shared_mb
19:23:23,9.1,311.1,342.8,0.2,2832,104,24.3,179.4,104.1
19:23:33,18.5,355.6,407.9,0.3,2835,104,24.7,231.6,149.2
19:23:42,27.6,307.9,347.8,0.2,2833,104,24.7,231.7,145.2
19:23:51,36.6,307.7,354,0.2,2789,95,25.1,231.7,145.2
19:24:00,45.6,358.6,405,0.2,2789,95,24.8,231.6,145.2
19:24:09,54.6,358.4,412.9,0.3,2789,95,24.1,231.1,145.2
19:24:18,63.6,307.8,353.6,0.2,2786,92,24.5,231.1,145.2
19:24:27,72.7,306.9,352.8,0.2,2786,91,23.9,235.4,145.2
