timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_ded_mb,gpu_shared_mb
14:31:43,9.2,508.4,485.6,1.2,3052,108,18.9,52.4,41
14:31:52,18.8,527.6,520.1,1.2,2317,56,17.6,53.7,131
14:32:01,27.9,543,542.1,1,3049,107,17.4,52.4,40.2
14:32:10,36.9,544.2,547.5,0.9,2318,56,20.3,52.4,131
14:32:19,46,526,556.2,1,2356,86,16.6,173.8,40.2
14:32:28,55,546.1,563.4,1.2,2955,88,19.7,52.4,42.4
14:32:37,64.1,507.8,518.6,1,2314,53,17.9,50.9,131
14:32:47,73.2,527.3,537.8,1.2,3047,103,14.9,173.8,40.2
