timestamp,elapsed_s,ws_mb,private_mb,cpu_pct,handles,threads,gpu_pct,gpu_ded_mb,gpu_shared_mb
19:14:40,9.2,339.8,309.4,0.2,3050,108,27.3,176.2,204.9
19:14:49,18.7,392.2,419.7,0.2,3048,107,26.1,231.1,152.1
19:14:58,27.7,392.2,426.8,0.2,3048,107,26.4,231.1,160.1
19:15:07,36.8,341.8,371.7,0.2,3044,106,26,230.5,156.1
19:15:16,45.8,346.6,372,0.2,3044,106,25.8,230.5,200.9
19:15:25,54.9,396.6,423.2,0.2,3044,106,25.6,231.6,160.1
19:15:34,63.9,395.9,428,0.2,3041,103,25.6,232.2,160.1
19:15:44,73,345.3,373,0.2,3041,102,24.5,231.6,160.1
